Samples,Xpos,Ypos,Pow,NebMode
0,6.519881255964954,-6.066780310169746,4.8252451939541565,0
1,6.519881255964954,-6.071875894229017,4.8252451939541565,0
2,6.519881255964954,-6.071875894229017,4.8252451939541565,0
3,6.519881255964954,-6.066780310169746,4.8252451939541565,0
4,6.519881255964954,-6.071875894229017,4.8252451939541565,0
5,6.514777596480265,-6.071875894229017,4.8252451939541565,0
6,6.519881255964954,-6.071875894229017,4.8252451939541565,0
7,6.519881255964954,-6.071875894229017,4.8252451939541565,0
8,6.514777596480265,-6.0616847261104745,4.82014668230525,0
9,6.514777596480265,-6.0616847261104745,4.82014668230525,0
10,6.519881255964954,-6.071875894229017,4.8252451939541565,0
11,6.514777596480265,-6.066780310169746,4.82014668230525,0
12,6.519881255964954,-6.0616847261104745,4.82014668230525,0
13,6.519881255964954,-6.066780310169746,4.8252451939541565,0
14,6.514777596480265,-6.0616847261104745,4.82014668230525,0
15,6.514777596480265,-6.066780310169746,4.82014668230525,0
16,6.519881255964954,-6.066780310169746,4.8252451939541565,0
17,6.514777596480265,-6.066780310169746,4.82014668230525,0
18,6.514777596480265,-6.066780310169746,4.82014668230525,0
19,6.519881255964954,-6.066780310169746,4.82014668230525,0
20,6.514777596480265,-6.0616847261104745,4.82014668230525,0
21,6.519881255964954,-6.066780310169746,4.82014668230525,0
22,6.514777596480265,-6.066780310169746,4.82014668230525,0
23,6.514777596480265,-6.066780310169746,4.82014668230525,0
24,6.519881255964954,-6.066780310169746,4.8252451939541565,0
25,6.514777596480265,-6.066780310169746,4.82014668230525,0
26,6.519881255964954,-6.066780310169746,4.8252451939541565,0
27,6.519881255964954,-6.066780310169746,4.8252451939541565,0
28,6.514777596480265,-6.066780310169746,4.8252451939541565,0
29,6.514777596480265,-6.066780310169746,4.82014668230525,0
30,6.524984915449636,-6.071875894229017,4.8252451939541565,0
31,6.514777596480265,-6.066780310169746,4.82014668230525,0
32,6.514777596480265,-6.0616847261104745,4.82014668230525,0
33,6.519881255964954,-6.071875894229017,4.8252451939541565,0
34,6.514777596480265,-6.066780310169746,4.82014668230525,0
35,6.519881255964954,-6.066780310169746,4.8252451939541565,0
36,6.524984915449636,-6.071875894229017,4.8252451939541565,0
37,6.519881255964954,-6.066780310169746,4.8252451939541565,0
38,6.514777596480265,-6.066780310169746,4.82014668230525,0
39,6.519881255964954,-6.071875894229017,4.8252451939541565,0
40,6.519881255964954,-6.066780310169746,4.8252451939541565,0
41,6.519881255964954,-6.071875894229017,4.8252451939541565,0
42,6.519881255964954,-6.066780310169746,4.8252451939541565,0
43,6.524984915449636,-6.071875894229017,4.830343705603063,0
44,6.519881255964954,-6.071875894229017,4.830343705603063,0
45,6.524984915449636,-6.071875894229017,4.830343705603063,0
46,6.524984915449636,-6.071875894229017,4.830343705603063,0
47,6.514777596480265,-6.066780310169746,4.82014668230525,0
48,6.519881255964954,-6.066780310169746,4.82014668230525,0
49,6.514777596480265,-6.066780310169746,4.82014668230525,0
50,6.519881255964954,-6.066780310169746,4.8252451939541565,0
51,6.524984915449636,-6.071875894229017,4.830343705603063,0
52,6.530088574934322,-6.08206706234756,4.83544221725197,0
53,6.535192234419007,-6.087162646406831,4.840540728900882,0
54,6.530088574934322,-6.076971478288289,4.83544221725197,0
55,6.519881255964954,-6.071875894229017,4.830343705603063,0
56,6.514777596480265,-6.066780310169746,4.82014668230525,0
57,6.514777596480265,-6.0616847261104745,4.82014668230525,0
58,6.514777596480265,-6.0616847261104745,4.82014668230525,0
59,6.519881255964954,-6.071875894229017,4.8252451939541565,0
60,6.524984915449636,-6.076971478288289,4.830343705603063,0
61,6.530088574934322,-6.08206706234756,4.840540728900882,0
62,6.530088574934322,-6.08206706234756,4.83544221725197,0
63,6.524984915449636,-6.076971478288289,4.830343705603063,0
64,6.519881255964954,-6.071875894229017,4.8252451939541565,0
65,6.519881255964954,-6.066780310169746,4.8252451939541565,0
66,6.519881255964954,-6.066780310169746,4.8252451939541565,0
67,6.514777596480265,-6.066780310169746,4.8252451939541565,0
68,6.514777596480265,-6.0616847261104745,4.82014668230525,0
69,6.519881255964954,-6.066780310169746,4.82014668230525,0
70,6.519881255964954,-6.066780310169746,4.82014668230525,0
71,6.514777596480265,-6.066780310169746,4.82014668230525,0
72,6.514777596480265,-6.066780310169746,4.82014668230525,0
73,6.514777596480265,-6.0616847261104745,4.82014668230525,0
74,6.519881255964954,-6.066780310169746,4.8252451939541565,0
75,6.519881255964954,-6.066780310169746,4.8252451939541565,0
76,6.519881255964954,-6.066780310169746,4.8252451939541565,0
77,6.524984915449636,-6.071875894229017,4.8252451939541565,0
